Start Time,Frequency,entropy_avail_1,MAC Address,Random Time,entropy_avail_2,Elapsed Time
1581331249566,2500.012,"3090
",92:98:9e:33:b5:1f,0.005064487457275391,"3099
",1564148431
1581331249578,2500.012,"3104
",ae:e2:ba:bc:71:4d,0.004624128341674805,"3082
",1564151534
1581331249584,2500.012,"3086
",26:38:80:54:6b:0d,0.004803895950317383,"3097
",1564148431
1581331249587,2499.998,"3107
",0e:4e:24:61:72:f9,0.0043909549713134766,"3079
",1564150078
1581331249590,2500.014,"3094
",3e:38:96:eb:13:4f,0.004927158355712891,"3101
",1564146811
1581331249586,2500.008,"3085
",ce:85:13:f9:83:1c,0.005069732666015625,"3097
",1564148455
1581331249602,2500.002,"3086
",aa:4c:d3:a7:a8:14,0.00523686408996582,"2879
",1564149736
1581331249613,2499.956,"3087
",92:7e:fd:a0:9b:29,0.005013704299926758,"3099
",1564148432
1581331249600,2500.012,"3106
",86:8b:fb:bc:c9:5a,0.005060434341430664,"3075
",1564147434
1581331249624,2499.998,"3098
",c6:89:a2:c8:1d:0f,0.004745006561279297,"3103
",1564146654
1581331249603,2500.014,"3098
",26:1a:de:3b:59:b2,0.0046596527099609375,"3075
",1564150646
1581331249606,2500.008,"3085
",56:89:f1:32:bc:29,0.0052490234375,"3097
",1564148543
1581331249623,2499.996,"3083
",fa:7f:ae:11:8c:8e,0.005251884460449219,"3096
",1564148563
1581331249615,2500.014,"3092
",0a:04:52:e9:f0:69,0.004489421844482422,"3100
",1564148331
1581331249600,2500.0,"3084
",02:84:e4:98:51:51,0.0054264068603515625,"3096
",1564148554
1581331249624,2500.006,"3101
",4a:17:ca:59:33:52,0.00556492805480957,"3073
",1564147921
1581331249630,2500.002,"3085
",62:0c:95:b8:c3:c2,0.005343914031982422,"3097
",1564148460
1581331249605,2500.01,"3095
",3e:6f:6a:19:18:78,0.005042314529418945,"3101
",1564148109
1581331249629,2500.008,"3104
",7a:12:f3:a8:2f:e8,0.004865884780883789,"3074
",1564147594
1581331249645,2500.002,"3091
",6e:13:b1:61:79:e0,0.004891395568847656,"3100
",1564148431
1581331249617,2500.004,"3098
",36:31:7f:bd:76:0c,0.004857778549194336,"3103
",1564147965
1581331249606,2500.008,"3082
",06:96:9b:be:cc:3e,0.004721641540527344,"3096
",1564148626
1581331249618,2500.012,"3083
",5a:43:b9:53:70:ae,0.004979848861694336,"3096
",1564146842
1581331249654,2500.012,"3102
",2e:66:ca:72:e8:17,0.004613161087036133,"3072
",1564147806
1581331249645,2500.012,"3083
",52:cf:69:90:fd:77,0.004803895950317383,"3096
",1564148667
1581331249605,2500.004,"3085
",16:d1:83:29:a8:7a,0.005051374435424805,"3097
",1564148470
1581331249593,2500.01,"3101
",62:9b:5a:b7:60:05,0.00563359260559082,"3072
",1564147511
1581331249609,2500.014,"3098
",da:a2:ec:eb:5e:e2,0.004487752914428711,"3100
",1564150645
1581331249667,2500.012,"3092
",ea:2e:02:b8:48:18,0.0055081844329833984,"2550
",1564149611
1581331249695,2500.01,"3084
",ba:21:ff:cf:41:a4,0.004408359527587891,"3097
",1564147284
1581331249633,2500.014,"3098
",0e:b0:83:08:06:69,0.004853487014770508,"3092
",1564150646
1581331249676,2500.012,"3101
",12:4f:8b:d9:3e:e6,0.004771232604980469,"3072
",1564147391
1581331249682,2500.006,"3100
",9e:d1:ef:5f:f8:c7,0.0048961639404296875,"3072
",1564147922
1581331249609,2500.008,"3090
",2a:af:3b:c7:e4:f9,0.0048220157623291016,"3099
",1564148456
1581331249678,2500.01,"3086
",ae:bc:43:50:24:0a,0.0050280094146728516,"3097
",1564148431
1581331249639,2500.01,"3093
",fe:81:22:c3:69:15,0.0050983428955078125,"3101
",1564148264
1581331249604,2500.01,"3095
",9e:d8:ed:5f:86:69,0.0054433345794677734,"3102
",1564146811
1581331249665,2500.002,"3086
",d2:a4:42:1c:c5:d4,0.004559040069580078,"2899
",1564149764
1581331249690,2500.004,"3108
",52:80:22:4f:8a:38,0.004856109619140625,"3086
",1564148423
1581331249683,2500.002,"3094
",2a:d4:fd:1d:de:93,0.004960060119628906,"3101
",1564148125
1581331249712,2500.002,"3085
",ee:f9:b3:67:b8:6c,0.0053369998931884766,"3097
",1564148482
