Id,Lambda,Phase,Bit,Base Size,Base Mean,Base Std,Size,Mean,Std,KSvalue,Mean Diff
10456,0,1,5,1000,57054,1586300,995,5889,1939,0.414993878521438,-51165
10454,0,1,3,1000,57054,1586300,996,6017,2603,0.662119193797237,-51037
10446,0,0,5,1000,57054,1586300,1000,6045,2702,0.357737335380304,-51009
10455,0,1,4,1000,57054,1586300,987,6051,2599,0.307090286705003,-51003
10465,0,2,4,1000,57054,1586300,996,6114,3091,0.578570136797457,-50940
10445,0,0,4,1000,57054,1586300,1000,6156,4619,0.722428842170632,-50898
10444,0,0,3,1000,57054,1586300,1000,6293,3453,0.478954580440567,-50761
10466,0,2,5,1000,57054,1586300,1000,6336,3609,0.410553261008849,-50718
10453,0,1,2,1000,57054,1586300,955,6500,3941,0.527672675746499,-50554
10443,0,0,2,1000,57054,1586300,1000,6544,3900,0.248505414679439,-50510
10452,0,1,1,1000,57054,1586300,982,6641,4235,0.496660135732575,-50413
10463,0,2,2,1000,57054,1586300,1000,6677,4681,0.699330259963059,-50377
10442,0,0,1,1000,57054,1586300,1000,6687,4506,0.702650820909646,-50367
10462,0,2,1,1000,57054,1586300,1000,6876,5298,0.108371034529527,-50178
10467,0,2,6,1000,57054,1586300,1000,10662,5784,5.185441639822012,-46392
10461,0,2,0,1000,57054,1586300,987,12159,14888,6.066182864192164,-44895
10441,0,0,0,1000,57054,1586300,981,12268,18928,5.958232737591138,-44786
10447,0,0,6,1000,57054,1586300,974,12291,22757,5.270316549353759,-44763
10457,0,1,6,1000,57054,1586300,983,13341,55590,5.365748810026936,-43713
10464,0,2,3,1000,57054,1586300,975,17052,324547,0.713916198729078,-40002
10451,0,1,0,1000,57054,1586300,964,17206,124488,6.239112896361172,-39848
10458,0,1,7,1000,57054,1586300,1000,28125,90766,7.90908423981563,-28929
10468,0,2,7,1000,57054,1586300,922,35424,363048,7.411154799319659,-21630
23131,0,1,4,952,27906,460352,968,6428,3324,1.025523221875717,-21478
23141,0,2,6,952,27906,460352,982,6699,4260,0.88656995889667,-21207
23125,0,0,6,952,27906,460352,941,6711,4345,0.452385559228191,-21195
23123,0,0,4,952,27906,460352,973,6748,4783,0.192594834413866,-21158
23128,0,1,1,952,27906,460352,922,6774,4562,0.917592117505639,-21132
23133,0,1,6,952,27906,460352,1000,6814,8701,1.011178511939286,-21092
6232,0,2,1,1000,27043,451769,978,6053,2872,0.466054425305434,-20990
6239,0,2,8,1000,27043,451769,1000,6066,2581,0.419609336317723,-20977
25171,0,2,3,1000,27054,459806,1000,6122,3296,0.284539650136848,-20932
6214,0,0,3,1000,27043,451769,1000,6143,2998,0.345886175099555,-20900
25161,0,0,6,1000,27054,459806,995,6181,3291,0.303407271331769,-20873
6236,0,2,5,1000,27043,451769,1000,6175,3456,0.251792434606364,-20868
6226,0,1,5,1000,27043,451769,1000,6231,4757,0.339949414619293,-20812
6224,0,1,3,1000,27043,451769,1000,6239,3774,0.415081298663286,-20804
6222,0,1,1,1000,27043,451769,972,6288,9551,0.619850992854478,-20755
6238,0,2,7,1000,27043,451769,1000,6290,2861,1.028803696107766,-20753
23136,0,2,1,952,27906,460352,973,7238,12313,0.483154623089792,-20668
25173,0,2,6,1000,27054,459806,939,6390,4468,0.418347851229126,-20664
23120,0,0,1,952,27906,460352,925,7340,6232,0.692154960398138,-20566
25165,0,1,3,1000,27054,459806,966,6497,14181,0.181419009421201,-20557
6218,0,0,7,1000,27043,451769,962,6509,4249,0.254647643331162,-20534
6229,0,1,8,1000,27043,451769,970,6550,4365,0.444884321180562,-20493
6228,0,1,7,1000,27043,451769,975,6588,6154,0.419853211077802,-20455
25159,0,0,3,1000,27054,459806,969,6615,4948,0.254056147294121,-20439
6216,0,0,5,1000,27043,451769,953,6646,8563,0.193509815422202,-20397
6219,0,0,8,1000,27043,451769,1000,6768,4924,0.15914095795866,-20275
6211,0,0,0,1000,27043,451769,993,10707,7849,5.464693310496394,-16336
6223,0,1,2,1000,27043,451769,974,10885,5697,5.446447099970104,-16158
25162,0,1,0,1000,27054,459806,923,11431,11563,5.860727681012153,-15623
25170,0,2,2,1000,27054,459806,981,11459,21650,5.495920931319529,-15595
6221,0,1,0,1000,27043,451769,988,11492,6816,5.747218500353367,-15551
6233,0,2,2,1000,27043,451769,1000,11527,35235,5.416729331074703,-15516
23134,0,1,7,952,27906,460352,982,12425,6023,6.367318828888083,-15481
23140,0,2,5,952,27906,460352,960,12567,6614,6.204783437786464,-15339
6227,0,1,6,1000,27043,451769,937,11709,33970,5.409477775160259,-15334
23122,0,0,3,952,27906,460352,983,12682,7492,6.260919320597356,-15224
25168,0,2,0,1000,27054,459806,962,11835,15391,5.772839776441802,-15219
23137,0,2,2,952,27906,460352,973,12708,6756,6.311923058874154,-15198
23138,0,2,3,952,27906,460352,967,12727,8011,6.135835399278055,-15179
23130,0,1,3,952,27906,460352,983,12794,7920,6.297058758411322,-15112
25163,0,1,1,1000,27054,459806,959,12029,6494,5.974170375302517,-15025
6230,0,1,9,1000,27043,451769,1000,12118,7579,6.849758215814993,-14925
23126,0,0,7,952,27906,460352,982,13141,9700,6.427254606344303,-14765
23135,0,2,0,952,27906,460352,997,13220,8901,5.98860237922987,-14686
23121,0,0,2,952,27906,460352,947,13281,9238,6.226739196972807,-14625
23127,0,1,0,952,27906,460352,986,13524,20541,6.255430861392629,-14382
23129,0,1,2,952,27906,460352,985,13531,23375,6.428240111725435,-14375
23124,0,0,5,952,27906,460352,966,13540,20908,6.10126792790852,-14366
25166,0,1,4,1000,27054,459806,1000,13431,46653,5.823224128704389,-13623
6240,0,2,9,1000,27043,451769,943,13888,29572,6.453634554872724,-13155
25160,0,0,4,1000,27054,459806,971,14184,108343,4.873150344816988,-12870
7301,0,1,0,948,19070,338173,997,6313,3227,0.483796097632998,-12757
7311,0,2,0,948,19070,338173,963,6376,3284,0.601522058923404,-12694
7318,0,2,7,948,19070,338173,1000,6395,3515,0.712197540841395,-12675
25157,0,0,1,1000,27054,459806,1000,14390,82203,5.539802512556292,-12664
7317,0,2,6,948,19070,338173,967,6509,3816,0.494298878277369,-12561
7307,0,1,6,948,19070,338173,999,6568,4315,0.604006279599446,-12502
7308,0,1,7,948,19070,338173,985,6603,3894,0.809592669268654,-12467
16184,0,2,7,943,18463,330973,974,6037,2307,0.318105155370629,-12426
20049,0,0,5,988,18742,324739,943,6353,3395,0.702717780278809,-12389
25164,0,1,2,1000,27054,459806,948,14685,95733,5.71083463785105,-12369
16183,0,2,6,943,18463,330973,981,6102,2305,0.650940597953648,-12361
20050,0,0,6,988,18742,324739,1000,6413,3540,0.805847221997501,-12329
20059,0,1,6,988,18742,324739,1000,6520,3981,0.698621028293508,-12222
20058,0,1,5,988,18742,324739,991,6521,7144,0.680630225611295,-12221
7291,0,0,0,948,19070,338173,924,6850,5293,0.550496405891173,-12220
25620,0,2,5,929,18278,334026,948,6067,1879,1.485628403424422,-12211
25434,0,1,1,952,18531,343403,1000,6332,3531,0.501894443096885,-12199
25435,0,1,2,952,18531,343403,986,6353,3167,0.455564403223826,-12178
7613,0,2,2,1000,18262,319345,961,6095,3693,0.742046696748986,-12167
20068,0,2,6,988,18742,324739,993,6575,4107,0.457838202365575,-12167
25619,0,2,4,929,18278,334026,911,6124,2388,1.552400246738234,-12154
25614,0,1,5,929,18278,334026,1000,6141,3215,1.137108866219879,-12137
16174,0,1,6,943,18463,330973,961,6348,3108,0.466878436791838,-12115
16179,0,2,2,943,18463,330973,984,6356,3016,0.939267572880899,-12107
25169,0,2,1,1000,27054,459806,959,14950,88124,5.791690115555451,-12104
25616,0,2,1,929,18278,334026,938,6214,3447,1.216050842040811,-12064
25610,0,1,1,929,18278,334026,956,6250,3325,1.022724282613124,-12028
16178,0,2,1,943,18463,330973,979,6447,3469,0.543887778155207,-12016
25436,0,1,6,952,18531,343403,916,6521,3855,0.297271206978841,-12010
6231,0,2,0,1000,27043,451769,978,15062,118152,5.368818889796626,-11981
7617,0,2,6,1000,18262,319345,975,6308,3382,0.469015188096885,-11954
7297,0,0,6,948,19070,338173,983,7118,7963,0.37550778981592,-11952
7612,0,2,1,1000,18262,319345,1000,6311,3740,0.494115121328016,-11951
25433,0,1,0,952,18531,343403,971,6601,4035,0.285699352954102,-11930
4358,0,0,7,951,18305,334500,983,6378,3703,0.637648077284006,-11927
25613,0,1,4,929,18278,334026,967,6359,4849,0.974064891251519,-11919
7607,0,1,6,1000,18262,319345,1000,6345,3599,0.645273316607002,-11917
4378,0,2,7,951,18305,334500,941,6392,3418,0.641491213842685,-11913
25671,0,2,1,1000,17996,326386,1000,6086,2628,0.657225099946738,-11910
25664,0,0,5,1000,17996,326386,938,6103,2638,0.474927758820275,-11893
16171,0,1,3,943,18463,330973,920,6591,3826,0.317046894171815,-11872
16170,0,1,2,943,18463,330973,995,6593,4335,0.299277737579703,-11870
7604,0,1,3,1000,18262,319345,998,6393,4933,0.524842462625869,-11869
25437,0,2,0,952,18531,343403,1000,6663,4405,0.414650869100983,-11868
16169,0,1,1,943,18463,330973,953,6597,3877,0.351232208280402,-11866
503,0,2,2,952,18172,326807,980,6313,3814,0.210676966083719,-11859
4355,0,0,4,951,18305,334500,968,6448,4109,0.300018335547224,-11857
7603,0,1,2,1000,18262,319345,999,6410,3699,0.390447731252873,-11852
7592,0,0,1,1000,18262,319345,955,6433,4326,1.410121369794117,-11829
25672,0,2,2,1000,17996,326386,1000,6171,3416,0.556792106737335,-11825
25668,0,1,4,1000,17996,326386,970,6181,3028,0.424419797601221,-11815
4365,0,1,4,951,18305,334500,934,6505,13666,0.962055403693124,-11800
25440,0,2,6,952,18531,343403,995,6741,4765,0.39011937296391,-11790
7597,0,0,6,1000,18262,319345,982,6481,4231,0.329698217088929,-11781
25430,0,0,1,952,18531,343403,976,6761,4842,0.381279125457949,-11770
25673,0,2,4,1000,17996,326386,943,6236,3092,0.465995703859703,-11760
16161,0,0,2,943,18463,330973,960,6705,4290,0.48213819527636,-11758
20067,0,2,5,988,18742,324739,943,7029,5882,0.571988777162667,-11713
4368,0,1,7,951,18305,334500,994,6595,11053,0.429895674436525,-11710
17355,0,2,2,971,18063,351293,1000,6360,3634,0.363484434681348,-11703
4375,0,2,4,951,18305,334500,1000,6635,4233,0.243887167993719,-11670
4373,0,2,2,951,18305,334500,1000,6644,5663,0.531480400904206,-11661
24007,0,1,4,992,17990,336118,981,6341,4189,0.604961967575902,-11649
493,0,1,2,952,18172,326807,978,6526,4183,0.337945452135368,-11646
20434,0,1,3,918,17695,332690,1000,6049,1901,0.784687318970238,-11646
