Start Time,Frequency,entropy_avail_1,MAC Address,Random Time,entropy_avail_2,Elapsed Time
1581327128913,2500.008,"3107
",fa:a3:83:34:f0:a3,0.005323886871337891,"3089
",1564145955
1581327128921,2500.012,"3092
",2a:d4:76:1e:2e:87,0.005150556564331055,"2550
",1564145517
1581327128927,2500.008,"3098
",fe:41:db:e2:05:fc,0.005675315856933594,"3103
",1564143840
1581327128928,2500.008,"3081
",5a:9b:76:ca:d4:51,0.004712820053100586,"2908
",1564145956
1581327128931,2500.008,"3083
",32:ba:6f:35:c1:d5,0.00555729866027832,"3096
",1564143273
1581327128929,2500.012,"3100
",82:db:3f:41:f2:60,0.005270719528198242,"3072
",1564142345
1581327128935,2500.002,"3085
",d6:1d:7f:14:9c:09,0.005227804183959961,"3082
",1564147015
1581327128938,2500.012,"3102
",16:31:01:da:a7:66,0.005112648010253906,"3083
",1564144913
1581327128941,2500.008,"3082
",de:28:de:e5:25:72,0.0058307647705078125,"3096
",1564144582
1581327128948,2500.004,"3082
",de:de:a2:3e:eb:11,0.005121469497680664,"3095
",1564144573
1581327128939,2500.002,"3082
",fa:1d:cc:10:ac:97,0.005819797515869141,"3096
",1564144519
1581327128943,2500.012,"3084
",76:07:db:b4:ad:54,0.004996538162231445,"3097
",1564143052
1581327128951,2500.012,"3086
",ba:df:60:73:14:3e,0.005010843276977539,"3097
",1564143049
1581327128950,2500.008,"3084
",a2:a6:19:17:e8:55,0.005264759063720703,"3097
",1564143056
1581327128954,2500.012,"3098
",66:bc:d2:72:42:96,0.0048563480377197266,"3103
",1564143899
1581327128961,2500.008,"3095
",12:cd:a3:df:e2:ae,0.005116939544677734,"3102
",1564143952
1581327128954,2500.012,"3092
",8e:9c:7a:3b:db:d2,0.005475759506225586,"2550
",1564145517
1581327128964,2500.012,"3097
",2a:25:49:15:4b:87,0.0052068233489990234,"3102
",1564143935
1581327128956,2500.01,"3098
",da:8f:91:50:de:65,0.005892038345336914,"3103
",1564143850
1581327128956,2500.01,"3096
",9a:e5:21:83:5d:95,0.004992008209228516,"3102
",1564143955
1581327128947,2500.02,"3084
",aa:8b:b7:0e:5a:b7,0.0055925846099853516,"3097
",1564144423
1581327128998,2500.004,"3092
",e6:c0:f2:0d:86:b7,0.005251646041870117,"2551
",1564145518
1581327128940,2500.004,"3082
",4e:98:9b:c8:79:45,0.005252361297607422,"3096
",1564144548
1581327128951,2500.002,"3099
",8a:42:9d:28:84:12,0.0051348209381103516,"3077
",1564145156
1581327128969,2500.012,"3091
",22:97:53:cd:f9:7a,0.004919767379760742,"3100
",1564144144
1581327129014,2500.012,"3083
",f2:46:4a:32:23:2e,0.005135297775268555,"3096
",1564144478
1581327128971,2500.008,"3085
",2a:40:01:a9:3e:c9,0.005246400833129883,"3097
",1564143059
1581327129009,2500.012,"3083
",5e:1a:fb:f8:88:5e,0.004827260971069336,"3096
",1564144477
1581327128999,2500.008,"3107
",aa:2a:2b:5e:ba:aa,0.004775047302246094,"3094
",1564145959
1581327128953,2500.008,"3107
",42:54:88:a1:8b:5f,0.0047762393951416016,"3079
",1564145957
1581327129011,2500.012,"3092
",1e:9c:f4:97:d0:bc,0.005413532257080078,"2562
",1564145517
1581327129027,2500.002,"3084
",c6:81:76:9a:34:fa,0.005028486251831055,"3081
",1564147017
1581327128952,2500.0,"3097
",2e:88:22:00:45:f5,0.004976034164428711,"3089
",1564145238
1581327129022,2500.002,"3084
",a6:b2:57:59:d3:75,0.005439281463623047,"3081
",1564147019
1581327128966,2500.008,"3082
",5a:be:17:87:05:bf,0.004931449890136719,"3096
",1564144605
1581327128942,2500.004,"3087
",32:71:aa:39:18:a7,0.005393505096435547,"3098
",1564142926
1581327128962,2500.008,"3106
",46:c0:99:6e:ed:e0,0.0052814483642578125,"3090
",1564144605
1581327129028,2500.012,"3107
",8a:8e:d7:76:73:ce,0.005677938461303711,"3075
",1564144145
1581327129003,2500.02,"3084
",e6:28:2b:7e:53:32,0.005269289016723633,"3097
",1564144439
1581327129016,2500.012,"3097
",42:be:2b:bd:34:56,0.005078554153442383,"3103
",1564143860
1581327128958,2500.012,"3086
",c6:b3:8d:85:c4:fa,0.0052106380462646484,"3097
",1564143049
1581327128974,2500.012,"3104
",72:35:83:cb:57:6f,0.0052947998046875,"3084
",1564144728
1581327129004,2500.008,"3107
",e6:ca:27:7c:da:f7,0.005179166793823242,"3075
",1564143275
1581327128952,2500.012,"3092
",56:9c:f6:a0:4c:50,0.005004405975341797,"2550
",1564145517
1581327129040,2300.006,"3086
",fe:23:b3:86:50:0e,0.006104946136474609,"3097
",1564143051
1581327129036,2500.012,"3106
",e2:cf:79:b1:90:1c,0.0051136016845703125,"3085
",1564144600
1581327128953,2500.008,"3081
",f6:96:7b:9d:8b:97,0.004813671112060547,"2886
",1564145958
1581327128977,2500.012,"3084
",0a:c9:92:16:bc:ab,0.005526304244995117,"3096
",1564144476
1581327129022,2500.008,"3102
",ce:d7:3c:cd:e2:68,0.005064487457275391,"3073
",1564143060
1581327129019,2500.01,"3086
",fa:c2:6c:d5:10:f9,0.004945278167724609,"3097
",1564143051
1581327129018,2500.002,"3085
",f2:e5:47:9d:84:3c,0.005590200424194336,"3097
",1564144366
1581327128983,2500.012,"3104
",92:3d:a6:35:b4:f7,0.0052983760833740234,"3089
",1564144748
1581327128965,2500.02,"3104
",de:d8:be:8e:08:a7,0.005410671234130859,"3089
",1564144426
1581327129019,2500.012,"3094
",ce:43:9e:c0:d6:ba,0.005022525787353516,"3101
",1564144031
1581327128961,2500.004,"3097
",e6:15:e6:2e:eb:59,0.005067110061645508,"3103
",1564143909
1581327129000,2500.0,"3081
",1a:71:55:51:e6:dd,0.005450248718261719,"2908
",1564145955
1581327128963,2500.012,"3081
",16:04:9d:1d:8a:c8,0.005359649658203125,"3095
",1564144477
1581327129045,2500.008,"3084
",46:88:2d:46:37:07,0.005346059799194336,"3097
",1564143131
1581327129008,2500.002,"3084
",86:98:53:95:29:f9,0.0046329498291015625,"3081
",1564147017
