Start Time,Frequency,entropy_avail_1,MAC Address,Random Time,entropy_avail_2,Elapsed Time
1581330424176,2500.01,"3099
",ee:7f:e7:71:c2:18,0.004951000213623047,"3097
",1564148507
1581330424177,2500.012,"3093
",42:61:17:4a:61:4f,0.005666255950927734,"3101
",1564146110
1581330424183,2500.008,"3099
",fe:ae:3b:fe:4e:e5,0.004457712173461914,"3103
",1564147136
1581330424186,2500.006,"3106
",42:f3:22:84:b3:87,0.004231452941894531,"3075
",1564146566
1581330424186,2500.01,"3094
",2e:75:63:84:e6:7c,0.0043261051177978516,"3101
",1564147332
1581330424188,2499.99,"3102
",7a:aa:78:ae:10:27,0.0043811798095703125,"3073
",1564145558
1581330424194,2500.012,"3103
",c6:be:fd:32:1c:4e,0.004375934600830078,"3084
",1564148120
1581330424196,2500.012,"3085
",7e:f1:b7:d3:9b:20,0.005501270294189453,"2888
",1564149041
1581330424202,2499.992,"3093
",9e:7e:71:25:10:01,0.004387855529785156,"3101
",1564147378
1581330424199,2500.0,"3100
",4a:6d:4f:a1:38:2c,0.004529476165771484,"3037
",1564145063
1581330424203,2499.998,"3098
",92:b1:84:35:30:42,0.0047454833984375,"3103
",1564145848
1581330424201,2500.012,"3105
",8a:dd:5e:d3:2c:bf,0.0047147274017333984,"3078
",1564149351
1581330424204,2500.008,"3104
",72:8e:b1:7c:a3:01,0.004446506500244141,"3074
",1564146696
1581330424202,2500.002,"3106
",ba:7d:04:ce:ba:b1,0.0048635005950927734,"3075
",1564147464
1581330424205,2500.01,"3097
",9a:2f:9e:58:09:c2,0.005644559860229492,"3102
",1564145848
1581330424206,2500.004,"3085
",f2:a3:2d:8d:1b:1d,0.0042896270751953125,"3097
",1564146423
1581330424206,2500.012,"3091
",3e:f2:c6:47:81:dc,0.0045621395111083984,"2550
",1564148858
1581330424216,2500.004,"3102
",66:d4:ae:08:3c:0f,0.0048029422760009766,"3073
",1564145663
1581330424214,2500.006,"3099
",d2:11:4b:ef:ef:1d,0.00513768196105957,"3103
",1564147118
1581330424215,2499.998,"3098
",9a:6d:2a:ea:d8:9e,0.004994869232177734,"3103
",1564145884
1581330424210,2500.054,"3090
",3a:8b:e8:bd:55:5a,0.00455164909362793,"3099
",1564147636
1581330424204,2500.012,"3085
",a2:05:70:4d:ec:c5,0.004998445510864258,"3097
",1564146009
1581330424212,2500.012,"3086
",0a:86:75:b8:a5:74,0.004943132400512695,"3097
",1564147639
1581330424206,2500.01,"3096
",76:75:28:70:bb:8c,0.004778146743774414,"2554
",1564148520
1581330424208,2500.01,"3101
",8e:16:a7:64:cb:3d,0.004739046096801758,"3072
",1564145558
1581330424213,2500.012,"3090
",56:71:4a:e0:f9:5f,0.00499725341796875,"3099
",1564147625
1581330424209,2500.004,"3099
",96:28:63:c6:40:5a,0.004525184631347656,"3103
",1564145653
1581330424229,2500.006,"3099
",36:82:fd:19:01:6b,0.0043299198150634766,"3103
",1564147093
1581330424213,2500.012,"3085
",2a:94:97:af:09:6e,0.0041120052337646484,"3097
",1564146409
1581330424205,2500.014,"3100
",56:56:7e:7d:00:e4,0.004446506500244141,"3082
",1564148382
1581330424225,2500.008,"3091
",6a:d1:6d:a8:2b:b4,0.0052640438079833984,"3100
",1564146127
1581330424210,2500.014,"3099
",0e:9f:14:4c:34:ab,0.004388570785522461,"3103
",1564145833
1581330424208,2500.012,"3085
",e6:5e:d5:80:79:52,0.0049631595611572266,"3097
",1564147634
1581330424226,2500.012,"3099
",66:1a:88:d4:9e:1b,0.004241943359375,"3103
",1564147073
1581330424235,2500.012,"3098
",a6:16:96:bc:3f:68,0.0047605037689208984,"3081
",1564148479
1581330424251,2500.014,"3095
",42:7f:ba:e8:dc:9c,0.004419803619384766,"3102
",1564147281
1581330424235,2500.012,"3100
",1e:a8:b5:48:b1:40,0.004788875579833984,"3072
",1564145656
