Id,Lambda,Phase,Bit,Base Size,Base Mean,Base Std,Size,Mean,Std,KSvalue,Mean Diff
25326,0,0,6,1000,9827,82637,968,6569,3862,0.991840452280385,-3258
25325,0,0,3,1000,9827,82637,1000,6675,4584,0.760151308951053,-3152
25332,0,2,6,1000,9827,82637,927,6699,4236,1.158369358835423,-3128
25329,0,1,6,1000,9827,82637,959,6724,4370,0.828594797356617,-3103
25328,0,1,3,1000,9827,82637,985,6834,4517,1.065295097895332,-2993
25331,0,2,3,1000,9827,82637,996,6983,5086,0.464776080120737,-2844
25324,0,0,2,1000,9827,82637,1000,7222,5704,1.160865870858903,-2605
21482,0,1,7,960,8709,12979,970,6158,3086,0.517521412175439,-2551
25330,0,2,2,1000,9827,82637,961,7277,5842,0.311622467183567,-2550
25327,0,1,2,1000,9827,82637,995,7311,5643,0.494056573325682,-2516
21472,0,0,6,960,8709,12979,980,6235,3500,0.612568467237566,-2474
21473,0,0,7,960,8709,12979,1000,6312,3692,0.616402261702906,-2397
21491,0,2,7,960,8709,12979,977,6331,3867,0.60963125447605,-2378
21475,0,1,0,960,8709,12979,983,6406,4157,0.638172690611241,-2303
21466,0,0,0,960,8709,12979,963,6418,4198,0.568698249286139,-2291
13240,0,1,5,989,8123,18391,938,5864,1790,0.517663669252682,-2259
21476,0,1,1,960,8709,12979,925,6467,4253,0.560251573026728,-2242
13229,0,0,4,989,8123,18391,1000,5885,1728,0.609972818646007,-2238
21481,0,1,6,960,8709,12979,1000,6534,14455,0.700131980858366,-2175
13228,0,0,3,989,8123,18391,1000,5979,2566,0.600404381194107,-2144
21490,0,2,6,960,8709,12979,980,6584,5378,1.099872250141326,-2125
13230,0,0,5,989,8123,18391,916,6003,2603,0.571536801820096,-2120
13239,0,1,4,989,8123,18391,1000,6006,2635,0.626767979753545,-2117
13249,0,2,4,989,8123,18391,981,6020,2374,0.563032837692465,-2103
21485,0,2,1,960,8709,12979,940,6611,4667,0.40238044725032,-2098
13226,0,0,1,989,8123,18391,1000,6127,3109,0.628918387368696,-1996
18695,0,1,7,980,7985,10498,942,5993,2451,0.761771879452124,-1992
21467,0,0,1,960,8709,12979,1000,6778,6198,0.432422214926065,-1931
13250,0,2,5,989,8123,18391,977,6197,3615,0.449413833318398,-1926
13235,0,1,0,989,8123,18391,989,6200,3407,0.440713365542994,-1923
13245,0,2,0,989,8123,18391,1000,6241,3816,0.555099158270389,-1882
21484,0,2,0,960,8709,12979,1000,6857,5554,1.255513767963449,-1852
18704,0,2,7,980,7985,10498,996,6181,3390,0.732415610304935,-1804
18694,0,1,6,980,7985,10498,1000,6195,3440,0.694225428080901,-1790
18703,0,2,6,980,7985,10498,974,6221,3632,0.685604685073997,-1764
13236,0,1,1,989,8123,18391,1000,6368,4374,0.433879776204403,-1755
