Logs,GUID,Predecessors,CPU CPI,Error,Success,Id,Channel,MAC Address,Request ID,Start Time,Protocol Time,Phases,Phase 1,Phase 2,IP Address,Bit-0 Sample,Phase 3,End Time,Boot ID,Base Sample,Bit-1 Sample,Warm Start,Tag,Bit-0 Pvalue,Bit-1 Pvalue
out/02-03-16-24/log,02-03-16-24-20,"02-03-16-10-9,02-03-16-13-34,02-03-16-17-6,02-03-16-20-2",7.962146,,1,20,1,46:83:36:7E:1C:93,49087954-86cb-4732-9cac-13144885f60c,2021-02-04 00:24:06,30,2,20,6,169.254.76.1,out/02-03-16-24/bit0_samples20,-1,2021-02-04 00:24:59,8eb402a8-3931-49b5-85a2-db020ac43f9c,-,-,Yes,DEFAULT,-,-
out/02-03-16-24/log,02-03-16-24-32,02-03-16-20-21,7.877061,,1,32,2,32:30:5A:1B:47:A4,6b6fc9ab-796c-4e8a-a6c3-b0d9ac00eb18,2021-02-04 00:24:06,30,2,32,15,169.254.76.1,-,-1,2021-02-04 00:24:59,b36f50b1-2e62-4bf3-90bf-da645c65b142,-,-,Yes,DEFAULT,-,-
out/02-03-16-24/log,02-03-16-24-1,,7.924081,,1,1,-,A2:02:0B:19:71:02,59d32315-32ee-4f3d-b090-d1c8aff31e5f,2021-02-04 00:24:06,30,3,98,5,169.254.76.1,-,1,2021-02-04 00:24:50,4c08f053-26f8-4fc1-b647-9a6fdb0c3e4a,-,-,No,DEFAULT,-,-
out/02-03-16-24/log,02-03-16-24-2,"02-03-16-10-19,02-03-16-13-7,02-03-16-17-38,02-03-16-20-33",7.896742,,1,2,3,F6:0D:8D:CF:CF:5C,c45f1732-b13a-4a56-bd4d-61e99e44a54d,2021-02-04 00:24:06,30,2,22,2,169.254.76.1,-,-1,2021-02-04 00:24:59,f0109191-a321-48f2-9afc-c23f9e518ccc,-,out/02-03-16-24/bit1_samples2,Yes,DEFAULT,-,-
out/02-03-16-24/log,02-03-16-24-31,"02-03-15-53-4,02-03-15-56-32,02-03-16-00-87,02-03-16-03-8,02-03-16-07-43,02-03-16-10-23,02-03-16-13-35,02-03-16-17-47,02-03-16-20-28",7.912791,,1,31,4,F6:75:88:59:A9:EC,d6bb7c63-e636-4017-a4d3-c02de6288d56,2021-02-04 00:24:06,30,3,31,23,169.254.76.1,-,4,2021-02-04 00:24:59,4fb463ca-42ec-4b45-af1a-a84766b13138,-,-,Yes,DEFAULT,-,-
out/02-03-16-24/log,02-03-16-24-59,"02-03-16-07-21,02-03-16-10-78,02-03-16-13-13,02-03-16-17-36,02-03-16-20-39",7.744184,,1,59,5,FA:97:CD:9B:AA:5E,9ada95c3-1d8a-465d-bbea-02f3735ada82,2021-02-04 00:24:06,30,2,59,10,169.254.76.1,-,-1,2021-02-04 00:24:59,4c88fd73-fc47-440c-95cc-aa275b791b4d,-,-,Yes,DEFAULT,-,-
out/02-03-16-24/log,02-03-16-24-16,"02-03-14-59-98,02-03-15-02-91,02-03-15-06-72,02-03-15-09-85,02-03-15-12-27,02-03-15-16-24,02-03-15-19-61,02-03-15-23-94,02-03-15-26-81,02-03-15-29-7,02-03-15-33-92,02-03-15-36-32,02-03-15-40-15,02-03-15-43-97,02-03-15-46-70,02-03-15-50-68,02-03-15-53-52,02-03-15-56-95,02-03-16-00-26,02-03-16-03-92,02-03-16-07-18,02-03-16-10-28,02-03-16-13-97,02-03-16-17-59,02-03-16-20-47",7.944810,,1,16,-,D2:12:3D:C7:8A:A5,c2cf2a41-31ab-45c5-984c-9ccc9554bca4,2021-02-04 00:24:06,20,1,16,-1,169.254.76.1,-,-1,2021-02-04 00:24:40,4442fff8-a6cf-4015-a60e-3753c2ff1525,-,-,Yes,DEFAULT,-,-
out/02-03-16-24/log,02-03-16-24-30,"02-03-16-00-29,02-03-16-03-53,02-03-16-07-73,02-03-16-10-17,02-03-16-13-92,02-03-16-17-10,02-03-16-20-44",7.881222,,1,30,6,8A:1F:5E:E1:77:61,d8b8f5fd-0e6f-424e-9197-57b2516cb42c,2021-02-04 00:24:06,30,2,60,30,169.254.76.1,-,-1,2021-02-04 00:24:59,7b0da9a6-f379-46f7-9702-31d94dbf5926,-,out/02-03-16-24/bit1_samples30,Yes,DEFAULT,-,-
out/02-03-16-24/log,02-03-16-24-84,"02-03-14-59-90,02-03-15-02-63,02-03-15-06-89,02-03-15-09-86,02-03-15-12-60,02-03-15-16-48,02-03-15-19-99,02-03-15-23-95,02-03-15-26-99,02-03-15-29-48,02-03-15-33-88,02-03-15-36-97,02-03-15-40-71,02-03-15-43-47,02-03-15-46-43,02-03-15-50-53,02-03-15-53-29,02-03-15-56-89,02-03-16-00-59,02-03-16-03-61,02-03-16-07-86,02-03-16-10-18,02-03-16-13-39,02-03-16-17-48,02-03-16-20-58",7.861701,,1,84,-,22:5C:7B:C7:94:6F,ec414c77-ea63-474b-9edc-da2ad656dca0,2021-02-04 00:24:06,20,1,84,-1,169.254.76.1,-,-1,2021-02-04 00:24:40,dc3e911b-413d-4ce1-9e31-00144c277ecb,-,-,Yes,DEFAULT,-,-
out/02-03-16-24/log,02-03-16-24-35,"02-03-16-10-6,02-03-16-13-82,02-03-16-17-14,02-03-16-20-6",7.910815,,1,35,7,5A:E6:EF:AC:17:49,5714b14c-ef9f-4978-b17c-c42209981a21,2021-02-04 00:24:06,30,2,35,11,169.254.76.1,out/02-03-16-24/bit0_samples35,-1,2021-02-04 00:24:59,782f02d7-bc59-4dba-b827-2c57bbf3b2df,-,-,Yes,DEFAULT,-,-
